country_id,year,value
Serbia and Montenegro,1995,
Serbia excluding Kosovo,1995,
Seychelles,1995,300.4457824
Sierra Leone,1995,3.01513619
Singapore,1995,367.6878915
Slovak Republic,1995,196.0285442
Slovenia,1995,609.9974503
Solomon Islands,1995,43.91018373
Somalia,1995,2.007823
Somaliland,1995,
South Africa,1995,107.407441
South Ossetia,1995,
Spain,1995,814.1213525
Sri Lanka,1995,11.46072596
Sudan,1995,2.07942249
Suriname,1995,42.58001262
Svalbard,1995,
Swaziland,1995,49.93276657
Sweden,1995,1983.369454
Switzerland,1995,2287.440129
Syria,1995,20.51337292
Taiwan,1995,
Tajikistan,1995,1.26796789
Tanzania,1995,2.69100329
Thailand,1995,46.76155844
Timor-Leste,1995,31.29192123
Togo,1995,5.98969424
Tokelau,1995,
Tonga,1995,56.40098922
Transnistria,1995,
Trinidad and Tobago,1995,94.26218324
Tunisia,1995,64.10270161
Turkey,1995,67.14680445
Turkmenistan,1995,26.02883207
Turks and Caicos Islands,1995,
Tuvalu,1995,64.34333532
Uganda,1995,4.47225376
Ukraine,1995,30.0241936
United Arab Emirates,1995,582.7494561
United Kingdom,1995,1142.361045
United States,1995,1683.124404
Uruguay,1995,410.2539456
USSR,1995,
Uzbekistan,1995,15.78740212
Wallis et Futuna,1995,
Vanuatu,1995,31.70008714
Venezuela,1995,61.2279607
West Bank and Gaza,1995,
West Germany,1995,
Western Sahara,1995,
Vietnam,1995,4.9253403
Virgin Islands (U.S.),1995,
North Yemen (former),1995,
South Yemen (former),1995,
Yemen,1995,12.42190055
Yugoslavia,1995,
Zambia,1995,13.23782123
Zimbabwe,1995,28.05200411
Åland,1995,
South Sudan,1995,
Christian,1995,
Coastline,1995,
Curaçao,1995,
Sint Maarten (Dutch part),1995,
St. Martin (French part),1995,
Abkhazia,1996,
Afghanistan,1996,
Akrotiri and Dhekelia,1996,
Albania,1996,17.0620735
Algeria,1996,47.96005336
American Samoa,1996,
Andorra,1996,982.7948194
Angola,1996,8.72415485
Anguilla,1996,
Antigua and Barbuda,1996,227.1114265
Argentina,1996,357.2125912
Armenia,1996,8.16128227
Aruba,1996,
Australia,1996,1148.635677
Austria,1996,2051.069613
Azerbaijan,1996,6.01612378
Bahamas,1996,352.8685996
Bahrain,1996,336.203756
Bangladesh,1996,24.39962057
Barbados,1996,317.7632874
Belarus,1996,66.47887357
Belgium,1996,1679.471125
Belize,1996,58.00964656
Benin,1996,8.23899699
Bermuda,1996,
Bhutan,1996,19.20414021
Bolivia,1996,28.84157059
Bosnia and Herzegovina,1996,41.48321637
Botswana,1996,65.59540474
Brazil,1996,141.8709084
British Virgin Islands,1996,
Brunei,1996,519.2387899
Bulgaria,1996,38.45053184
Burkina Faso,1996,4.55124611
Burundi,1996,2.86477668
Cambodia,1996,7.42815436
Cameroon,1996,5.96980053
Canada,1996,1294.366554
Cape Verde,1996,47.29737814
Cayman Islands,1996,
Central African Republic,1996,3.48334612
Chad,1996,4.54608235
Channel Islands,1996,
Chile,1996,141.7385982
China,1996,12.31596274
Christmas Island,1996,
Cocos Island,1996,
Colombia,1996,149.0662886
Comoros,1996,12.33688076
"Congo, Dem. Rep.",1996,0.14
"Congo, Rep.",1996,15.52463203
Cook Is,1996,223.392995
Costa Rica,1996,168.6714184
Cote d'Ivoire,1996,10.57728913
Croatia,1996,323.2831559
Cuba,1996,108.0096704
Cyprus,1996,257.417146
Czech Republic,1996,365.6984273
Czechoslovakia,1996,
Denmark,1996,2372.069124
Djibouti,1996,17.87635922
Dominica,1996,140.080376
Dominican Republic,1996,26.09656002
East Germany,1996,
Ecuador,1996,47.39264896
Egypt,1996,18.95690411
El Salvador,1996,55.34064889
Equatorial Guinea,1996,13.89224486
Eritrea,1996,2.89209079
Eritrea and Ethiopia,1996,
Estonia,1996,193.8250081
Ethiopia,1996,1.61060018
Faeroe Islands,1996,
Falkland Is (Malvinas),1996,
Fiji,1996,71.73987971
Finland,1996,1440.577151
France,1996,2177.602013
French Guiana,1996,
French Polynesia,1996,
Gabon,1996,60.4915726
Gambia,1996,5.59041606
Georgia,1996,5.36372898
Germany,1996,2541.816627
Ghana,1996,11.69009926
Gibraltar,1996,
Greece,1996,589.1470739
Greenland,1996,
Grenada,1996,88.26573282
Guadeloupe,1996,
Guam,1996,
Guatemala,1996,18.97053327
Guernsey,1996,
Guinea,1996,5.23917087
Guinea-Bissau,1996,6.14899416
Guyana,1996,36.15688265
Haiti,1996,9.08738335
Holy See,1996,
Honduras,1996,17.59481888
"Hong Kong, China",1996,
Hungary,1996,257.310518
Iceland,1996,1900.572326
India,1996,4.07533927
Indonesia,1996,8.17022239
Iran,1996,40.82255483
Iraq,1996,0.03
Ireland,1996,950.1843172
Isle of Man,1996,
Israel,1996,980.8379002
Italy,1996,1153.671978
Jamaica,1996,73.87379989
Japan,1996,2140.166741
Jersey,1996,
Jordan,1996,78.95922043
Kazakhstan,1996,36.93732256
Kenya,1996,7.10565859
Kiribati,1996,76.10130045
North Korea,1996,
South Korea,1996,205.9242624
"United Korea (former)
",1996,
Kosovo,1996,
Kuwait,1996,533.253488
Kyrgyz Republic,1996,12.30357627
Lao,1996,10.19851074
Latvia,1996,81.24573645
Lebanon,1996,122.8074711
Lesotho,1996,16.86472634
Liberia,1996,
Libya,1996,91.52578312
Liechtenstein,1996,
Lithuania,1996,91.97301199
Luxembourg,1996,2608.045422
"Macao, China",1996,
"Macedonia, FYR",1996,118.6134796
Madagascar,1996,5.50189669
Malawi,1996,2.86171921
Malaysia,1996,84.19392784
Maldives,1996,63.89788094
Mali,1996,8.54257716
Malta,1996,437.0373984
Marshall Islands,1996,352.9541811
Martinique,1996,
Mauritania,1996,11.3838498
Mauritius,1996,73.22334859
Mayotte,1996,
Mexico,1996,75.77692755
"Micronesia, Fed. Sts.",1996,165.1024417
Moldova,1996,26.37949171
Monaco,1996,2478.922658
Mongolia,1996,17.55748097
Montenegro,1996,72.1122169
Montserrat,1996,
Morocco,1996,16.42960049
Mozambique,1996,5.1317259
Myanmar,1996,0.4
Namibia,1996,97.58135588
Nauru,1996,389.9911793
Nepal,1996,1.67235288
Netherlands,1996,1462.944309
Netherlands Antilles,1996,
New Caledonia,1996,
New Zealand,1996,979.927267
Ngorno-Karabakh,1996,
Nicaragua,1996,34.53633388
Niger,1996,2.54166605
Nigeria,1996,10.63464652
Niue,1996,462.2265546
Norfolk Island,1996,
Northern Cyprus,1996,
Northern Mariana Islands,1996,
Norway,1996,2573.073006
Oman,1996,199.3716268
Pakistan,1996,4.07465808
Palau,1996,616.0280321
Panama,1996,157.9592037
Papua New Guinea,1996,33.42173076
Paraguay,1996,50.57363934
Peru,1996,56.78147288
Philippines,1996,16.97642343
Pitcairn,1996,
Poland,1996,176.4780423
Portugal,1996,612.6912193
Puerto Rico,1996,
Qatar,1996,428.8759178
Reunion,1996,
Romania,1996,38.74886835
Russia,1996,104.7314571
Rwanda,1996,4.43135155
St. Barthélemy,1996,
St. Helena,1996,
St. Kitts and Nevis,1996,177.924184
St. Lucia,1996,134.5581254
St. Martin,1996,
St. Vincent and the Grenadines,1996,98.03689684
St.-Pierre-et-Miquelon,1996,
Samoa,1996,51.61768683
San Marino,1996,2007.197714
Sao Tome and Principe,1996,19.37667023
Saudi Arabia,1996,135.6153519
Senegal,1996,8.75025119
Serbia,1996,91.01452576
Serbia and Montenegro,1996,
Serbia excluding Kosovo,1996,
Seychelles,1996,311.4779028
Sierra Leone,1996,3.17987434
Singapore,1996,375.1798799
Slovak Republic,1996,224.744242
Slovenia,1996,618.4661056
Solomon Islands,1996,42.95620461
Somalia,1996,2.19197256
Somaliland,1996,
South Africa,1996,97.42166554
South Ossetia,1996,
Spain,1996,851.4576443
Sri Lanka,1996,12.12612982
Sudan,1996,2.76897773
Suriname,1996,61.25277872
Svalbard,1996,
Swaziland,1996,49.78117669
Sweden,1996,2229.035462
Switzerland,1996,2324.082571
Syria,1996,21.13241267
Taiwan,1996,
Tajikistan,1996,2.30983103
Tanzania,1996,2.86141118
Thailand,1996,54.71482033
Timor-Leste,1996,23.60343593
Togo,1996,5.94910657
Tokelau,1996,
Tonga,1996,63.83993448
Transnistria,1996,
Trinidad and Tobago,1996,90.09833557
Tunisia,1996,65.26624517
Turkey,1996,80.69988323
Turkmenistan,1996,12.60969629
Turks and Caicos Islands,1996,
Tuvalu,1996,152.0510947
Uganda,1996,4.64992748
Ukraine,1996,34.25791041
United Arab Emirates,1996,579.53421
United Kingdom,1996,1190.348424
United States,1996,1753.8401
Uruguay,1996,361.6943197
USSR,1996,
Uzbekistan,1996,21.79116215
Wallis et Futuna,1996,
Vanuatu,1996,26.62308771
Venezuela,1996,45.01083023
West Bank and Gaza,1996,
West Germany,1996,
Western Sahara,1996,
Vietnam,1996,5.35786243
Virgin Islands (U.S.),1996,
North Yemen (former),1996,
South Yemen (former),1996,
Yemen,1996,10.96688242
Yugoslavia,1996,
Zambia,1996,13.04177451
Zimbabwe,1996,29.34739993
Åland,1996,
South Sudan,1996,
Christian,1996,
Coastline,1996,
Curaçao,1996,
Sint Maarten (Dutch part),1996,
St. Martin (French part),1996,
Abkhazia,1997,
Afghanistan,1997,
Akrotiri and Dhekelia,1997,
Albania,1997,14.16477075
Algeria,1997,49.73839952
American Samoa,1997,
Andorra,1997,966.4849604
Angola,1997,10.5273051
Anguilla,1997,
Antigua and Barbuda,1997,245.8142443
Argentina,1997,373.3732748
Armenia,1997,7.35738501
Aruba,1997,
Australia,1997,1178.039092
Austria,1997,1929.511347
Azerbaijan,1997,6.15091878
Bahamas,1997,396.211963
Bahrain,1997,353.3875998
Bangladesh,1997,20.42111841
Barbados,1997,322.0427856
Belarus,1997,74.97990349
Belgium,1997,1436.128398
Belize,1997,63.70754372
Benin,1997,6.87307444
Bermuda,1997,
Bhutan,1997,24.42484422
Bolivia,1997,29.64958873
Bosnia and Herzegovina,1997,39.52206818
Botswana,1997,77.70974771
Brazil,1997,152.6753498
British Virgin Islands,1997,
Brunei,1997,514.4783355
Bulgaria,1997,45.7656738
Burkina Faso,1997,4.47943313
Burundi,1997,2.40966371
Cambodia,1997,5.56721914
Cameroon,1997,6.10376025
Canada,1997,1313.381693
Cape Verde,1997,44.54623138
Cayman Islands,1997,
Central African Republic,1997,4.05406275
Chad,1997,4.04403572
Channel Islands,1997,
Chile,1997,155.7578568
China,1997,13.70728648
Christmas Island,1997,
Cocos Island,1997,
Colombia,1997,175.393926
Comoros,1997,10.54043721
"Congo, Dem. Rep.",1997,0.27
"Congo, Rep.",1997,13.99046085
Cook Is,1997,171.0072864
Costa Rica,1997,163.1555702
Cote d'Ivoire,1997,10.96239625
Croatia,1997,254.9414654
Cuba,1997,114.3153756
Cyprus,1997,252.3814039
Czech Republic,1997,333.5317016
Czechoslovakia,1997,
Denmark,1997,2162.725329
Djibouti,1997,20.91595166
Dominica,1997,151.6068761
Dominican Republic,1997,34.95515801
East Germany,1997,
Ecuador,1997,47.10619537
Egypt,1997,22.65953154
El Salvador,1997,59.88933574
Equatorial Guinea,1997,21.0760073
Eritrea,1997,3.83865663
Eritrea and Ethiopia,1997,
Estonia,1997,198.5967473
Ethiopia,1997,1.7996141
Faeroe Islands,1997,
Falkland Is (Malvinas),1997,
Fiji,1997,76.34460954
Finland,1997,1331.102327
France,1997,1939.578735
French Guiana,1997,
French Polynesia,1997,
Gabon,1997,46.82914415
Gambia,1997,5.29033421
Georgia,1997,10.63093911
Germany,1997,2176.837683
Ghana,1997,11.19145481
Gibraltar,1997,
Greece,1997,562.2020989
Greenland,1997,
Grenada,1997,95.30512302
Guadeloupe,1997,
Guam,1997,
Guatemala,1997,23.6902775
Guernsey,1997,
Guinea,1997,5.33528457
Guinea-Bissau,1997,5.36939882
Guyana,1997,40.89847772
Haiti,1997,9.68099209
Holy See,1997,
Honduras,1997,19.17646116
"Hong Kong, China",1997,
Hungary,1997,251.0207042
Iceland,1997,2249.871384
India,1997,4.61096966
Indonesia,1997,7.12121391
Iran,1997,53.35313887
Iraq,1997,0.04
Ireland,1997,1050.733217
Isle of Man,1997,
Israel,1997,1000.626074
Italy,1997,1136.681352
Jamaica,1997,99.9243686
Japan,1997,1918.577145
Jersey,1997,
Jordan,1997,85.05463816
Kazakhstan,1997,42.98166464
Kenya,1997,7.24783938
Kiribati,1997,77.93363294
North Korea,1997,
South Korea,1997,201.5936485
"United Korea (former)
",1997,
Kosovo,1997,
Kuwait,1997,534.1698027
Kyrgyz Republic,1997,10.69510573
Lao,1997,12.72737791
Latvia,1997,89.27390861
Lebanon,1997,151.6809796
Lesotho,1997,14.37122593
Liberia,1997,
Libya,1997,90.32426536
Liechtenstein,1997,
Lithuania,1997,117.8955024
Luxembourg,1997,2285.02095
"Macao, China",1997,
"Macedonia, FYR",1997,107.0674479
Madagascar,1997,5.24811379
Malawi,1997,4.13056708
Malaysia,1997,72.93796378
Maldives,1997,69.54345776
Mali,1997,6.58518744
Malta,1997,441.882287
Marshall Islands,1997,352.0169724
Martinique,1997,
Mauritania,1997,11.71396872
Mauritius,1997,68.85560931
Mayotte,1997,
Mexico,1997,99.88697064
"Micronesia, Fed. Sts.",1997,139.5473014
Moldova,1997,27.44887433
Monaco,1997,2348.546046
Mongolia,1997,15.42317291
Montenegro,1997,72.03209298
Montserrat,1997,
Morocco,1997,13.80060447
Mozambique,1997,6.67850428
Myanmar,1997,0.28
Namibia,1997,102.1855183
Nauru,1997,354.1926213
Nepal,1997,2.22962961
Netherlands,1997,1334.992113
Netherlands Antilles,1997,
New Caledonia,1997,
New Zealand,1997,1002.66837
Ngorno-Karabakh,1997,
Nicaragua,1997,23.44865177
Niger,1997,2.96497652
Nigeria,1997,12.53762189
Niue,1997,407.4985718
Norfolk Island,1997,
Northern Cyprus,1997,
Northern Mariana Islands,1997,
Norway,1997,2453.14198
Oman,1997,192.0388582
Pakistan,1997,3.67884395
Palau,1997,606.9970202
Panama,1997,176.3759549
Papua New Guinea,1997,27.15980649
Paraguay,1997,48.25130265
Peru,1997,54.25343626
Philippines,1997,17.7143462
Pitcairn,1997,
Poland,1997,165.5403775
Portugal,1997,585.7773891
Puerto Rico,1997,
Qatar,1997,467.3306174
Reunion,1997,
Romania,1997,52.58117265
Russia,1997,137.3976759
Rwanda,1997,5.38807199
St. Barthélemy,1997,
St. Helena,1997,
St. Kitts and Nevis,1997,183.9228059
St. Lucia,1997,120.4888392
St. Martin,1997,
St. Vincent and the Grenadines,1997,105.9876869
St.-Pierre-et-Miquelon,1997,
Samoa,1997,56.42210043
San Marino,1997,1850.230009
Sao Tome and Principe,1997,19.2896553
Saudi Arabia,1997,151.8350991
Senegal,1997,7.5613982
Serbia,1997,103.4859415
Serbia and Montenegro,1997,
Serbia excluding Kosovo,1997,
Seychelles,1997,372.326822
Sierra Leone,1997,3.30137126
Singapore,1997,366.9065615
Slovak Republic,1997,210.6889493
Slovenia,1997,598.245748
Solomon Islands,1997,45.95967609
Somalia,1997,2.61450737
Somaliland,1997,
South Africa,1997,111.1613137
South Ossetia,1997,
Spain,1997,768.8593468
Sri Lanka,1997,12.3347859
Sudan,1997,3.09173441
Suriname,1997,69.11406651
Svalbard,1997,
Swaziland,1997,47.95046176
Sweden,1997,1971.455075
Switzerland,1997,2033.813289
Syria,1997,20.94113061
Taiwan,1997,
Tajikistan,1997,2.48281699
Tanzania,1997,3.86061295
Thailand,1997,53.38915694
Timor-Leste,1997,38.52041305
Togo,1997,5.2459546
Tokelau,1997,
Tonga,1997,66.77756647
Transnistria,1997,
Trinidad and Tobago,1997,86.64868359
Tunisia,1997,61.12469002
Turkey,1997,93.00962453
Turkmenistan,1997,21.51263867
Turks and Caicos Islands,1997,
Tuvalu,1997,116.539518
Uganda,1997,4.99637613
Ukraine,1997,34.05254112
United Arab Emirates,1997,588.178377
United Kingdom,1997,1236.954931
United States,1997,1811.228438
Uruguay,1997,258.4166088
USSR,1997,
Uzbekistan,1997,20.55628017
Wallis et Futuna,1997,
Vanuatu,1997,35.81556034
Venezuela,1997,51.83227723
West Bank and Gaza,1997,
West Germany,1997,
Western Sahara,1997,
Vietnam,1997,5.6593029
Virgin Islands (U.S.),1997,
North Yemen (former),1997,
South Yemen (former),1997,
Yemen,1997,9.43751868
Yugoslavia,1997,
Zambia,1997,16.83173958
Zimbabwe,1997,30.08015822
Åland,1997,
South Sudan,1997,
Christian,1997,
Coastline,1997,
Curaçao,1997,
Sint Maarten (Dutch part),1997,
St. Martin (French part),1997,
Abkhazia,1998,
Afghanistan,1998,
Akrotiri and Dhekelia,1998,
Albania,1998,18.62584824
Algeria,1998,48.67054687
American Samoa,1998,
Andorra,1998,1338.295221
Angola,1998,6.64874402
Anguilla,1998,
Antigua and Barbuda,1998,263.5874856
Argentina,1998,382.5691806
Armenia,1998,10.01079129
Aruba,1998,
Australia,1998,1053.22778
Austria,1998,2018.319654
Azerbaijan,1998,5.03924493
Bahamas,1998,457.7226063
Bahrain,1998,329.8717355
Bangladesh,1998,21.20627398
Barbados,1998,346.6776715
Belarus,1998,68.77066395
Belgium,1998,1477.858625
Belize,1998,62.27511763
Benin,1998,7.73777986
Bermuda,1998,
Bhutan,1998,25.02617128
Bolivia,1998,33.28665548
Bosnia and Herzegovina,1998,40.71955944
Botswana,1998,71.28794723
Brazil,1998,143.057917
British Virgin Islands,1998,
Brunei,1998,482.1617045
Bulgaria,1998,57.82283902
Burkina Faso,1998,4.97620851
Burundi,1998,2.3334837
Cambodia,1998,3.28937185
Cameroon,1998,5.14902175
Canada,1998,1304.444253
Cape Verde,1998,47.50117493
Cayman Islands,1998,
Central African Republic,1998,3.3957187
Chad,1998,3.76510724
Channel Islands,1998,
Chile,1998,162.6656862
China,1998,14.79219182
Christmas Island,1998,
Cocos Island,1998,
Colombia,1998,171.618899
Comoros,1998,8.81761275
"Congo, Dem. Rep.",1998,0.23
"Congo, Rep.",1998,14.03665211
Cook Is,1998,160.7065982
Costa Rica,1998,179.4750712
Cote d'Ivoire,1998,10.82359974
Croatia,1998,323.9468664
Cuba,1998,120.9911668
Cyprus,1998,320.0884587
Czech Republic,1998,360.0354726
Czechoslovakia,1998,
Denmark,1998,2192.235623
Djibouti,1998,26.04898948
Dominica,1998,152.5261753
Dominican Republic,1998,44.06179636
East Germany,1998,
Ecuador,1998,32.49671863
Egypt,1998,26.28456764
El Salvador,1998,71.63888016
Equatorial Guinea,1998,23.21129466
Eritrea,1998,4.02614138
Eritrea and Ethiopia,1998,
Estonia,1998,192.4988286
Ethiopia,1998,1.98730745
Faeroe Islands,1998,
Falkland Is (Malvinas),1998,
Fiji,1998,53.94872688
Finland,1998,1341.20618
France,1998,1973.64361
French Guiana,1998,
French Polynesia,1998,
Gabon,1998,53.99114804
Gambia,1998,6.97542318
Georgia,1998,8.88309947
Germany,1998,2183.92752
Ghana,1998,11.85223084
Gibraltar,1998,
Greece,1998,549.0051036
Greenland,1998,
Grenada,1998,106.1138792
Guadeloupe,1998,
Guam,1998,
Guatemala,1998,35.43587338
Guernsey,1998,
Guinea,1998,4.19575667
Guinea-Bissau,1998,3.81764605
Guyana,1998,39.36491337
Haiti,1998,9.15162779
Holy See,1998,
Honduras,1998,25.80973382
"Hong Kong, China",1998,
Hungary,1998,250.6401598
Iceland,1998,2251.637271
India,1998,4.71078943
Indonesia,1998,3.25766101
Iran,1998,65.07541812
Iraq,1998,0.3
Ireland,1998,1089.938778
Isle of Man,1998,
Israel,1998,917.1820153
Italy,1998,1162.757772
Jamaica,1998,102.5687666
Japan,1998,1785.65442
Jersey,1998,
Jordan,1998,89.57704862
Kazakhstan,1998,44.84978575
Kenya,1998,9.46781907
Kiribati,1998,55.06350275
North Korea,1998,
South Korea,1998,153.3991797
"United Korea (former)
",1998,
Kosovo,1998,
Kuwait,1998,515.2164806
Kyrgyz Republic,1998,11.99875413
Lao,1998,6.95711936
Latvia,1998,104.086082
Lebanon,1998,149.2013942
Lesotho,1998,14.10507623
Liberia,1998,2.03001806
Libya,1998,111.3034558
Liechtenstein,1998,
Lithuania,1998,146.3668893
Luxembourg,1998,2387.171385
"Macao, China",1998,
"Macedonia, FYR",1998,119.8002674
Madagascar,1998,4.98065046
Malawi,1998,3.10297534
Malaysia,1998,56.79719224
Maldives,1998,72.12592795
Mali,1998,5.85245681
Malta,1998,466.1827556
Marshall Islands,1998,328.3901446
Martinique,1998,
Mauritania,1998,14.19869119
Mauritius,1998,69.44801484
Mayotte,1998,
Mexico,1998,108.4063585
"Micronesia, Fed. Sts.",1998,132.1181347
Moldova,1998,17.39688222
Monaco,1998,2327.984122
Mongolia,1998,15.09343587
Montenegro,1998,73.68817348
Montserrat,1998,
Morocco,1998,16.10008544
Mozambique,1998,7.42195074
Myanmar,1998,0.2
Namibia,1998,93.38433773
Nauru,1998,299.860833
Nepal,1998,2.37762175
Netherlands,1998,1325.999097
Netherlands Antilles,1998,
New Caledonia,1998,
New Zealand,1998,865.9116304
Ngorno-Karabakh,1998,
Nicaragua,1998,26.15936746
Niger,1998,3.29037605
Nigeria,1998,15.90169344
Niue,1998,316.2391479
Norfolk Island,1998,
Northern Cyprus,1998,
Northern Mariana Islands,1998,
Norway,1998,2593.1206
Oman,1998,185.5623707
Pakistan,1998,3.12340038
Palau,1998,493.8451571
Panama,1998,181.7621645
Papua New Guinea,1998,23.34588091
Paraguay,1998,49.68473131
Peru,1998,57.04028653
Philippines,1998,13.39195848
Pitcairn,1998,
Poland,1998,174.4022553
Portugal,1998,626.4036924
Puerto Rico,1998,
Qatar,1998,424.276441
Reunion,1998,
Romania,1998,52.86432279
Russia,1998,79.01816852
Rwanda,1998,7.28630357
St. Barthélemy,1998,
St. Helena,1998,
St. Kitts and Nevis,1998,193.898229
St. Lucia,1998,132.6452619
St. Martin,1998,
St. Vincent and the Grenadines,1998,99.53424836
St.-Pierre-et-Miquelon,1998,
Samoa,1998,54.14429419
San Marino,1998,1941.244875
Sao Tome and Principe,1998,14.72322593
Saudi Arabia,1998,147.301495
Senegal,1998,8.06337422
Serbia,1998,82.22490917
Serbia and Montenegro,1998,
Serbia excluding Kosovo,1998,
Seychelles,1998,348.0031571
Sierra Leone,1998,2.11283101
Singapore,1998,379.1082745
Slovak Republic,1998,215.0037505
